State_Name,District_Name,Crop_Year,Season,Crop,Area,Production
Andhra Pradesh,KRISHNA,2013,Rabi       ,Rapeseed &Mustard,622,200
Arunachal Pradesh,TAWANG,2002,Whole Year ,Potato,1110,5550
Andhra Pradesh,SRIKAKULAM,2008,Rabi       ,Moong(Green Gram),28895,11182
Uttar Pradesh,MAINPURI,2004,Rabi       ,Rapeseed &Mustard,7962,9594
Kerala,PATHANAMTHITTA,2002,Whole Year ,Banana,2055,18389
Bihar,MUNGER,2004,Summer     ,Moong(Green Gram),100,46
Nagaland,WOKHA,2004,Kharif     ,Moong(Green Gram),140,120
Maharashtra,KOLHAPUR,1998,Kharif     ,Other Cereals & Millets,5300,3000
Himachal Pradesh,UNA,1999,Kharif     ,Peas & beans (Pulses),3,3
Tamil Nadu,VILLUPURAM,1998,Whole Year ,Dry chillies,492,296
Uttar Pradesh,ETAH,2002,Summer     ,Urad,725,302
Chhattisgarh,MAHASAMUND,2007,Whole Year ,Dry ginger,7,7
Uttar Pradesh,BANDA,2006,Kharif     ,Maize,20,26
Bihar,JAMUI,2014,Rabi       ,Wheat,11332,13236
Gujarat,VADODARA,2010,Whole Year ,Sugarcane,7700,470000
Bihar,SAHARSA,2001,Summer     ,Maize,12577,33349
Bihar,NALANDA,2013,Kharif     ,Ragi,1,1
Madhya Pradesh,DINDORI,2006,Whole Year ,Coriander,245,34
West Bengal,MEDINIPUR WEST,2000,Kharif     ,Sunflower,3,8
Rajasthan,SAWAI MADHOPUR,2002,Kharif     ,Jowar,5955,910
Uttar Pradesh,HATHRAS,2007,Rabi       ,Rapeseed &Mustard,13870,14158
Uttar Pradesh,ETAWAH,2008,Rabi       ,Masoor,1,1
Uttar Pradesh,JALAUN,2013,Kharif     ,Moong(Green Gram),1182,294
Rajasthan,JHALAWAR,2007,Kharif     ,Other Kharif pulses,86,31
Chhattisgarh,JANJGIR-CHAMPA,2002,Rabi       ,Horse-gram,16,5
West Bengal,JALPAIGURI,2009,Kharif     ,Jute,39296,515442
Uttar Pradesh,BAHRAICH,1999,Summer     ,Rice,4,7
Chhattisgarh,BALODA BAZAR,2013,Kharif     ,Sesamum,817,218
Karnataka,KODAGU,2006,Whole Year ,Sweet potato,43,269
Uttar Pradesh,JAUNPUR,2010,Summer     ,Maize,316,463
Telangana ,MAHBUBNAGAR,2006,Kharif     ,Ragi,3181,4873
Punjab,HOSHIARPUR,1998,Rabi       ,Masoor,1200,600
Odisha,GANJAM,2003,Kharif     ,Moong(Green Gram),56336,12731.9
Himachal Pradesh,SIRMAUR,2007,Rabi       ,Rapeseed &Mustard,1085,221
Assam,DARRANG,2012,Rabi       ,Linseed,480,304
Uttarakhand,CHAMPAWAT,2011,Rabi       ,Other Cereals & Millets,124,105
Andhra Pradesh,KRISHNA,2003,Whole Year ,Citrus Fruit,646,3418
Uttar Pradesh,AURAIYA,2011,Kharif     ,Guar seed,59,48
Odisha,NUAPADA,2000,Rabi       ,Wheat,78,75.8
Maharashtra,NASHIK,2004,Whole Year ,Cotton(lint),14100,20000
Assam,KAMRUP METRO,2006,Whole Year ,Onion,56,168
Karnataka,BANGALORE RURAL,2001,Summer     ,Maize,417,1097
Gujarat,BHARUCH,2004,Rabi       ,Other  Rabi pulses,100,0
Odisha,KHORDHA,1999,Rabi       ,Rapeseed &Mustard,920,290
Uttar Pradesh,FARRUKHABAD,2014,Summer     ,Maize,1402,2493
Tamil Nadu,PERAMBALUR,2007,Whole Year ,Onion,7633,70717
Bihar,ARWAL,2004,Whole Year ,Garlic,10,15
Andhra Pradesh,KADAPA,2011,Kharif     ,Jowar,5273,3317
Uttar Pradesh,AMBEDKAR NAGAR,2006,Summer     ,Sunflower,51,76
Uttar Pradesh,AGRA,2008,Rabi       ,Masoor,353,311
Bihar,MADHEPURA,2000,Summer     ,Rice,551,822
Uttar Pradesh,MATHURA,1999,Kharif     ,Cotton(lint),868,541
Gujarat,BHARUCH,2005,Whole Year ,Banana,10300,690500
Maharashtra,DHULE,2004,Kharif     ,Maize,8900,21100
Andhra Pradesh,EAST GODAVARI,1997,Kharif     ,Samai,2000,800
Arunachal Pradesh,UPPER SIANG,2013,Kharif     ,Rice,6615,8510
Andhra Pradesh,WEST GODAVARI,2004,Rabi       ,Maize,21512,134988
Bihar,LAKHISARAI,2004,Whole Year ,Onion,61,356
West Bengal,PURULIA,1999,Kharif     ,Maize,8893,13970
Uttar Pradesh,KHERI,2012,Summer     ,Small millets,3,4
Assam,KAMRUP METRO,2007,Whole Year ,Onion,63,185
Tamil Nadu,TIRUCHIRAPPALLI,2004,Kharif     ,Bajra,3349,1391
Madhya Pradesh,PANNA,2002,Whole Year ,Mango,395,0
Tamil Nadu,SIVAGANGA,2006,Whole Year ,Bajra,4,6
Odisha,GANJAM,2015,Summer     ,Maize,29,75.9
Bihar,SHEIKHPURA,2007,Kharif     ,Groundnut,2,1
Assam,TINSUKIA,2010,Winter     ,Rice,58281,115844
Uttar Pradesh,SHRAVASTI,1998,Rabi       ,Barley,399,974
Bihar,SIWAN,2000,Rabi       ,Safflower,2,2
Bihar,PURNIA,2001,Kharif     ,Rice,20748,43473
Rajasthan,GANGANAGAR,2010,Whole Year ,Sugarcane,2500,172481
Uttar Pradesh,KUSHI NAGAR,2002,Summer     ,Moong(Green Gram),166,96
Rajasthan,AJMER,2010,Rabi       ,Gram,111133,92407
Odisha,KHORDHA,2002,Whole Year ,Garlic,290,900
Kerala,IDUKKI,2001,Whole Year ,Turmeric,349,703
Kerala,IDUKKI,2007,Whole Year ,Cashewnut,1617,588
Sikkim,NORTH DISTRICT,2008,Rabi       ,Wheat,380,320
Madhya Pradesh,MANDSAUR,2003,Whole Year ,Sugarcane,5,180
Maharashtra,JALGAON,2006,Kharif     ,Urad,56500,29900
Maharashtra,CHANDRAPUR,1999,Rabi       ,Sesamum,1000,300
Maharashtra,NANDED,2010,Kharif     ,Rice,5200,2700
Gujarat,BANAS KANTHA,2006,Kharif     ,Urad,2900,1400
Tamil Nadu,THE NILGIRIS,2013,Whole Year ,Garlic,189,1049
Tripura,WEST TRIPURA,2010,Kharif     ,Sesamum,439,252
Karnataka,MANDYA,2006,Rabi       ,Horse-gram,66900,9597
Uttar Pradesh,ETAH,2002,Kharif     ,Sesamum,354,57
Arunachal Pradesh,LOWER DIBANG VALLEY,2006,Whole Year ,Dry chillies,60,72
Madhya Pradesh,BHOPAL,2009,Whole Year ,Arhar/Tur,1651,1103
Bihar,PURBI CHAMPARAN,2005,Kharif     ,Arhar/Tur,1347,2139
Madhya Pradesh,SIDHI,2013,Kharif     ,Arhar/Tur,18643,5890
Tamil Nadu,DINDIGUL,2011,Whole Year ,Cashewnut,415,109
Haryana,GURGAON,2009,Whole Year ,Sugarcane,5,0
Arunachal Pradesh,UPPER SUBANSIRI,2001,Whole Year ,Potato,800,6000
Jammu and Kashmir ,KATHUA,2008,Rabi       ,Linseed,52,20.2
Bihar,KHAGARIA,1999,Rabi       ,Other  Rabi pulses,293,238
Bihar,DARBHANGA,1997,Whole Year ,Sannhamp,1,1
Bihar,BHAGALPUR,2002,Summer     ,Moong(Green Gram),406,247
West Bengal,MURSHIDABAD,2014,Rabi       ,Maize,4291,19786
Karnataka,BELGAUM,1997,Kharif     ,Horse-gram,10520,3578
Gujarat,JUNAGADH,2011,Kharif     ,Rice,200,500
Karnataka,DHARWAD,2010,Kharif     ,Peas & beans (Pulses),20,179
Karnataka,MANDYA,2014,Whole Year ,Tapioca,2,18
Odisha,KHORDHA,2008,Winter     ,Horse-gram,966,297.5
Assam,KAMRUP,2006,Kharif     ,Maize,149,93
Madhya Pradesh,BETUL,2002,Kharif     ,Arhar/Tur,21873,12362
Assam,JORHAT,2002,Whole Year ,Papaya,234,3627
Bihar,SIWAN,2005,Whole Year ,Sannhamp,171,139
Bihar,JEHANABAD,2012,Kharif     ,Moong(Green Gram),184,188
Assam,KOKRAJHAR,2009,Whole Year ,Dry ginger,351,2249
Madhya Pradesh,HARDA,1999,Rabi       ,Jowar,126,184
Goa,SOUTH GOA,2008,Kharif     ,Groundnut,2,0
Andhra Pradesh,SRIKAKULAM,2000,Kharif     ,Maize,242,630
Karnataka,BENGALURU URBAN,2006,Rabi       ,Horse-gram,607,191
Bihar,MUNGER,1997,Kharif     ,Maize,8227,6116
Chhattisgarh,DHAMTARI,2000,Kharif     ,Jowar,91,62
Tamil Nadu,ERODE,2013,Rabi       ,Sunflower,27,27
Assam,JORHAT,2005,Whole Year ,Banana,2565,34515
Uttar Pradesh,HAMIRPUR,2006,Kharif     ,Bajra,626,542
Madhya Pradesh,DINDORI,2010,Kharif     ,Arhar/Tur,7274,1312
Madhya Pradesh,SATNA,1999,Kharif     ,Urad,12280,4805
Uttar Pradesh,LALITPUR,2014,Kharif     ,Sesamum,6594,1147
Telangana ,NIZAMABAD,2002,Kharif     ,Jowar,3354,2573
Maharashtra,WASHIM,2004,Rabi       ,Gram,24700,8900
Arunachal Pradesh,TAWANG,2000,Kharif     ,Rice,902,1205
West Bengal,BIRBHUM,2011,Summer     ,Rice,57912,180053
Odisha,KHORDHA,2007,Winter     ,Rice,103000,157000
Chhattisgarh,BILASPUR,2012,Rabi       ,Rapeseed &Mustard,1804,793
Rajasthan,JALORE,2008,Whole Year ,Tobacco,250,225
Uttarakhand,PITHORAGARH,2002,Kharif     ,Other Kharif pulses,1861,1037
Rajasthan,UDAIPUR,2009,Rabi       ,Gram,4585,4891
Telangana ,KHAMMAM,2002,Kharif     ,Cotton(lint),70138,117172
Nagaland,MOKOKCHUNG,2012,Rabi       ,Blackgram,70,50
Telangana ,KHAMMAM,2005,Kharif     ,Onion,1,13
Jammu and Kashmir ,REASI,2013,Rabi       ,Peas & beans (Pulses),1,0.6
Bihar,SAMASTIPUR,2004,Whole Year ,Garlic,245,369
Bihar,GOPALGANJ,2007,Autumn     ,Maize,7375,3850
Kerala,KOLLAM,2007,Whole Year ,Dry ginger,441,1125
Madhya Pradesh,GWALIOR,2013,Kharif     ,Moong(Green Gram),379,173
Karnataka,BANGALORE RURAL,2012,Summer     ,Rice,13,41
Gujarat,VADODARA,1998,Summer     ,Bajra,5900,10900
Madhya Pradesh,JABALPUR,2004,Whole Year ,Sweet potato,32,261
Chhattisgarh,BASTAR,2012,Kharif     ,Ragi,1950,580
Gujarat,VALSAD,2008,Rabi       ,Gram,700,700
Chhattisgarh,JASHPUR,2006,Kharif     ,Ragi,595,145
Assam,HAILAKANDI,2007,Kharif     ,Sesamum,65,24
Tamil Nadu,ARIYALUR,2011,Whole Year ,Castor seed,38,8
Chhattisgarh,DURG,2009,Kharif     ,Castor seed,7,2
Chhattisgarh,RAJNANDGAON,2004,Whole Year ,Dry chillies,640,452
Haryana,MEWAT,2007,Whole Year ,Garlic,3,0
West Bengal,COOCHBEHAR,2009,Kharif     ,Niger seed,1730,1323
Maharashtra,SANGLI,2003,Kharif     ,Small millets,200,100
Odisha,ANUGUL,2003,Whole Year ,Dry chillies,3550,3020
Uttar Pradesh,BALRAMPUR,2007,Summer     ,Onion,105,2011
Tamil Nadu,THIRUVARUR,2005,Kharif     ,Small millets,2,2
Tamil Nadu,SALEM,2010,Whole Year ,Sugarcane,12339,1302343
Uttar Pradesh,SHRAVASTI,2003,Rabi       ,Gram,148,101
Tamil Nadu,VILLUPURAM,2011,Rabi       ,Groundnut,12299,43233
Tamil Nadu,PERAMBALUR,2011,Whole Year ,Onion,8160,61551
Madhya Pradesh,NARSINGHPUR,2007,Kharif     ,Sannhamp,11,6
Andhra Pradesh,WEST GODAVARI,2000,Kharif     ,Samai,72,31
Gujarat,KHEDA,2004,Kharif     ,Moong(Green Gram),1400,600
Madhya Pradesh,NEEMUCH,2004,Kharif     ,Rice,11,5
Karnataka,TUMKUR,2011,Kharif     ,Urad,611,224
Karnataka,DHARWAD,2002,Whole Year ,Tomato,661,2383
Gujarat,AMRELI,2006,Kharif     ,Sesamum,30300,9900
Bihar,BUXAR,2004,Winter     ,Rice,58545,22366
Uttar Pradesh,MAHARAJGANJ,2005,Whole Year ,Sweet potato,3,39
Uttar Pradesh,FAIZABAD,2013,Summer     ,Onion,152,1890
Madhya Pradesh,KHARGONE,2003,Whole Year ,Turmeric,5,5
Odisha,JHARSUGUDA,1999,Kharif     ,Groundnut,830,1000
Rajasthan,NAGAUR,2000,Whole Year ,Guar seed,277121,45558
Maharashtra,BEED,2001,Kharif     ,Arhar/Tur,44300,11200
Tamil Nadu,TIRUVANNAMALAI,2005,Whole Year ,Cashewnut,2,1
Andhra Pradesh,GUNTUR,2009,Rabi       ,Groundnut,3588,9914
Uttar Pradesh,GORAKHPUR,2012,Rabi       ,Maize,9,28
Karnataka,MANDYA,2004,Kharif     ,Jowar,1253,952
Uttar Pradesh,KUSHI NAGAR,2012,Kharif     ,Urad,22,14
Punjab,FIROZEPUR,2007,Rabi       ,Rapeseed &Mustard,4000,5000
Bihar,PURNIA,1997,Rabi       ,Wheat,57876,101786
Odisha,PURI,2003,Rabi       ,Rapeseed &Mustard,49,4.2
Rajasthan,CHITTORGARH,2005,Rabi       ,Masoor,1956,1676
Uttar Pradesh,MUZAFFARNAGAR,2014,Rabi       ,Peas & beans (Pulses),37,28
Gujarat,PANCH MAHALS,2002,Kharif     ,Moth,100,100
Uttar Pradesh,BAHRAICH,2013,Rabi       ,Linseed,36,15
Madhya Pradesh,ANUPPUR,2007,Whole Year ,Sugarcane,7,160
Uttar Pradesh,BALRAMPUR,1999,Rabi       ,Gram,4663,3043
Kerala,THIRUVANANTHAPURAM,2012,Whole Year ,Arecanut,1024,577
Madhya Pradesh,KHARGONE,2002,Whole Year ,Garlic,90,252
Assam,JORHAT,2005,Kharif     ,Castor seed,13,5
Maharashtra,RATNAGIRI,2005,Kharif     ,Groundnut,200,200
Madhya Pradesh,GWALIOR,1998,Rabi       ,Rapeseed &Mustard,63700,46400
Madhya Pradesh,BARWANI,2003,Kharif     ,Other Kharif pulses,23361,7814
Andhra Pradesh,SPSR NELLORE,2003,Whole Year ,Orange,1867,28309
Jharkhand,PALAMU,2002,Autumn     ,Ragi,741.37,710.97
Punjab,PATIALA,2001,Whole Year ,Sugarcane,4000,280000
Madhya Pradesh,REWA,2000,Whole Year ,Dry chillies,151,41
Nagaland,WOKHA,2005,Rabi       ,Rapeseed &Mustard,1920,1230
Rajasthan,SIROHI,2008,Whole Year ,Potato,116,348
Haryana,REWARI,2011,Kharif     ,Castor seed,1,0
Assam,MARIGAON,2014,Kharif     ,Niger seed,174,91
Nagaland,ZUNHEBOTO,2002,Rabi       ,Other  Rabi pulses,1570,1300
Rajasthan,BARAN,2000,Rabi       ,Wheat,89194,186595
Bihar,DARBHANGA,1999,Rabi       ,Masoor,2976,1640
Kerala,ERNAKULAM,2005,Whole Year ,Turmeric,568,1427
Odisha,BALANGIR,2008,Autumn     ,Ragi,1347,544.2
Tamil Nadu,DINDIGUL,2009,Whole Year ,Potato,2796,41494
Madhya Pradesh,DEWAS,2010,Kharif     ,Jowar,7275,9174
West Bengal,MURSHIDABAD,2003,Summer     ,Rice,130991,431128
Haryana,ROHTAK,1999,Kharif     ,Bajra,16938,14000
Uttar Pradesh,PRATAPGARH,2014,Kharif     ,Sugarcane,846,55651
Punjab,MANSA,1997,Kharif     ,Groundnut,1000,1000
Assam,KAMRUP,2011,Rabi       ,Dry chillies,1993,1187
Tamil Nadu,TIRUVANNAMALAI,2008,Whole Year ,Cotton(lint),954,2425
Karnataka,UDUPI,2004,Whole Year ,Arecanut,5019,8954
Maharashtra,NANDED,2003,Kharif     ,other oilseeds,1700,400
Assam,CHIRANG,2009,Rabi       ,Linseed,343,148
Uttar Pradesh,MUZAFFARNAGAR,2007,Kharif     ,Rice,22302,55911
Tamil Nadu,KRISHNAGIRI,2012,Kharif     ,Horse-gram,21937,8068
Himachal Pradesh,BILASPUR,2002,Kharif     ,Groundnut,2,1
Maharashtra,HINGOLI,2007,Rabi       ,Safflower,321,236
Chhattisgarh,SUKMA,2012,Kharif     ,Groundnut,1,2
Tamil Nadu,CUDDALORE,2011,Whole Year ,Arhar/Tur,23,20
Nagaland,MON,2012,Rabi       ,Linseed,550,450
Himachal Pradesh,KANGRA,2001,Rabi       ,Wheat,96130,156903
Tamil Nadu,TIRUNELVELI,2009,Whole Year ,Ragi,103,435
Assam,SIVASAGAR,2001,Rabi       ,Wheat,373,441
Gujarat,PATAN,2007,Whole Year ,Tobacco,100,100
Telangana ,KARIMNAGAR,2011,Kharif     ,Other Kharif pulses,42,44
Himachal Pradesh,SIRMAUR,2008,Kharif     ,Peas & beans (Pulses),489,811
Uttar Pradesh,BAHRAICH,2011,Kharif     ,Small millets,54,50
Meghalaya,WEST KHASI HILLS,1998,Rabi       ,Other  Rabi pulses,22,21
Madhya Pradesh,BHIND,2003,Whole Year ,Other Vegetables,654,0
Karnataka,BANGALORE RURAL,2007,Rabi       ,Horse-gram,1081,510
Odisha,KHORDHA,2014,Winter     ,Moong(Green Gram),50,19.2
Karnataka,HAVERI,2011,Summer     ,Rice,4917,16340
Maharashtra,SANGLI,2011,Rabi       ,Rapeseed &Mustard,300,200
Tripura,NORTH TRIPURA,2012,Kharif     ,Urad,91,49
Karnataka,BELGAUM,2011,Kharif     ,Arhar/Tur,4160,1636
Madhya Pradesh,SATNA,2002,Kharif     ,Rice,101971,67306
Maharashtra,BEED,2007,Rabi       ,Rapeseed &Mustard,7,2
Odisha,SAMBALPUR,2006,Winter     ,Groundnut,11,8.4
Assam,CACHAR,2005,Rabi       ,Urad,896,439
Karnataka,KODAGU,1999,Whole Year ,Dry chillies,595,1164
Chhattisgarh,SUKMA,2014,Kharif     ,Groundnut,1,2
Chhattisgarh,BALRAMPUR,2013,Rabi       ,Masoor,570,161
Gujarat,KHEDA,1999,Kharif     ,Other Kharif pulses,700,400
Bihar,BEGUSARAI,2010,Rabi       ,Rapeseed &Mustard,9017,16438
Bihar,PURNIA,2007,Kharif     ,Mesta,2564,18959
Chhattisgarh,JANJGIR-CHAMPA,2001,Kharif     ,Jowar,3,2
Uttarakhand,NAINITAL,2004,Rabi       ,Masoor,446,342
Andhra Pradesh,SPSR NELLORE,2003,Rabi       ,Moong(Green Gram),3463,1396
Jammu and Kashmir ,ANANTNAG,2005,Kharif     ,Other Kharif pulses,401,210.5
Assam,KARBI ANGLONG,2002,Rabi       ,Gram,531,263
Haryana,HISAR,2009,Rabi       ,Gram,10579,7000
Bihar,KATIHAR,1997,Rabi       ,Barley,578,596
Assam,DIBRUGARH,2014,Rabi       ,Black pepper,95,177
Karnataka,CHITRADURGA,2001,Kharif     ,Jowar,12836,18512
Tamil Nadu,THANJAVUR,2004,Kharif     ,Other Kharif pulses,2,1
Madhya Pradesh,GUNA,2008,Rabi       ,Safflower,226,46
Punjab,FATEHGARH SAHIB,2001,Rabi       ,Wheat,85000,418000
Punjab,MOGA,2004,Kharif     ,Rice,164000,731000
Madhya Pradesh,BURHANPUR,2012,Whole Year ,Garlic,5,23
Madhya Pradesh,BARWANI,1999,Whole Year ,Onion,609,3587
Odisha,SUNDARGARH,1999,Kharif     ,Dry chillies,3730,3020
Assam,DHUBRI,2000,Rabi       ,Other  Rabi pulses,8930,5617
Madhya Pradesh,ASHOKNAGAR,2013,Rabi       ,Moong(Green Gram),96,104
Madhya Pradesh,HOSHANGABAD,2007,Rabi       ,Peas & beans (Pulses),1131,532
Arunachal Pradesh,UPPER SUBANSIRI,2008,Kharif     ,Rice,5839,7739
Uttar Pradesh,MAHOBA,1999,Rabi       ,Gram,42935,29051
West Bengal,HOWRAH,1997,Rabi       ,Oilseeds total,364900,264400
West Bengal,MEDINIPUR EAST,2008,Whole Year ,Dry chillies,3385,6900
West Bengal,PURULIA,2001,Rabi       ,Groundnut,20,29
Uttar Pradesh,AMBEDKAR NAGAR,2004,Kharif     ,Small millets,1,0
Odisha,BOUDH,2013,Autumn     ,Ragi,1,0.2
Madhya Pradesh,BETUL,2005,Kharif     ,Small millets,156,66
Himachal Pradesh,HAMIRPUR,1998,Rabi       ,Linseed,3,1
Haryana,JHAJJAR,1997,Whole Year ,Cotton(lint),2000,3000
Tripura,DHALAI,2014,Kharif     ,Sesamum,546,346
Meghalaya,SOUTH GARO HILLS,2000,Kharif     ,Small millets,214,115
Chhattisgarh,RAIPUR,2006,Whole Year ,Turmeric,33,1
Chhattisgarh,RAJNANDGAON,2005,Kharif     ,Urad,7993,2793
Uttar Pradesh,GONDA,2007,Kharif     ,Rice,127327,251725
Karnataka,UTTAR KANNAD,2000,Rabi       ,Safflower,2,2
Tamil Nadu,KANCHIPURAM,2011,Rabi       ,Bajra,2,6
Chhattisgarh,NARAYANPUR,2011,Rabi       ,Potato,1,6
Chhattisgarh,MAHASAMUND,2014,Whole Year ,Dry ginger,5,50
Karnataka,BENGALURU URBAN,2011,Kharif     ,Horse-gram,391,214
Chhattisgarh,BASTAR,2001,Whole Year ,Sweet potato,290,1690
Maharashtra,NANDED,2014,Rabi       ,Wheat,39500,29200
Tamil Nadu,SALEM,2002,Kharif     ,Cotton(lint),5915,7337
Assam,SONITPUR,2011,Rabi       ,Wheat,1122,1152
Bihar,BANKA,2002,Whole Year ,Dry chillies,16,11
Uttar Pradesh,RAE BARELI,2001,Kharif     ,Bajra,1408,1166
Andhra Pradesh,KURNOOL,2013,Kharif     ,Coriander,490,317
Rajasthan,BANSWARA,2009,Kharif     ,Other Kharif pulses,43,4
West Bengal,NADIA,2008,Rabi       ,Khesari,1188,859
Telangana ,KARIMNAGAR,2003,Whole Year ,Other Vegetables,2217,0
Maharashtra,LATUR,1999,Rabi       ,Safflower,19500,10200
Odisha,SONEPUR,2011,Winter     ,Rice,85000,145000
Bihar,SITAMARHI,2003,Summer     ,Rice,903,914
Chhattisgarh,BASTAR,2010,Kharif     ,Horse-gram,7797,2854
Assam,CHIRANG,2005,Whole Year ,Tobacco,37,19
Maharashtra,BHANDARA,1999,Kharif     ,Other Kharif pulses,300,300
Uttar Pradesh,KHERI,2007,Summer     ,Urad,249,137
Karnataka,KODAGU,2010,Rabi       ,Cowpea(Lobia),280,74
Assam,KOKRAJHAR,1998,Kharif     ,Small millets,400,228
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,1998,Kharif     ,Groundnut,20,40
Chhattisgarh,KOREA,2003,Rabi       ,Wheat,4795,5292
Uttar Pradesh,HAMIRPUR,2001,Kharif     ,Groundnut,540,406
Odisha,RAYAGADA,2009,Summer     ,Groundnut,49,54.9
Odisha,BOUDH,2000,Kharif     ,Cotton(lint),230,220
Assam,BAKSA,2010,Kharif     ,Jute,570,8750
Bihar,VAISHALI,1997,Rabi       ,Tobacco,9789,7029
Madhya Pradesh,MANDLA,2009,Rabi       ,Cowpea(Lobia),40,11
Bihar,AURANGABAD,1998,Kharif     ,Ragi,31,26
Karnataka,DAVANGERE,1999,Summer     ,Sunflower,1877,1229
Maharashtra,HINGOLI,2011,Kharif     ,Castor seed,100,100
Uttar Pradesh,MATHURA,2011,Kharif     ,Cotton(lint),1178,315
Uttar Pradesh,KASGANJ,2014,Kharif     ,Sweet potato,3524,43653
Tamil Nadu,THENI,1998,Kharif     ,Cotton(lint),8869,21276
West Bengal,BARDHAMAN,2002,Kharif     ,Groundnut,49,62
Uttar Pradesh,BULANDSHAHR,2013,Rabi       ,Masoor,807,558
Madhya Pradesh,ANUPPUR,2010,Whole Year ,Garlic,32,55
Telangana ,NALGONDA,2008,Kharif     ,Horse-gram,100,40
Assam,DIMA HASAO,2005,Whole Year ,Tapioca,65,325
Madhya Pradesh,BALAGHAT,2000,Kharif     ,Other Kharif pulses,3252,970
Uttar Pradesh,BAHRAICH,1998,Kharif     ,Groundnut,1759,1458
Tamil Nadu,KANCHIPURAM,2000,Kharif     ,Bajra,23,52
Himachal Pradesh,CHAMBA,2007,Kharif     ,Peas & beans (Pulses),48,40
Karnataka,BELGAUM,2014,Summer     ,Jowar,64,135
Karnataka,BELLARY,1997,Kharif     ,Horse-gram,7394,2276
West Bengal,HOOGHLY,2005,Rabi       ,Masoor,1034,633
Odisha,GANJAM,2006,Winter     ,Urad,5552,1082.6
Assam,KOKRAJHAR,2013,Rabi       ,Gram,62,35
Karnataka,BELGAUM,2010,Summer     ,Peas & beans (Pulses),52,257
Dadra and Nagar Haveli,DADRA AND NAGAR HAVELI,2010,Rabi       ,Other  Rabi pulses,2913,2913
Maharashtra,NAGPUR,2003,Kharif     ,Soyabean,218500,277500
Chhattisgarh,JANJGIR-CHAMPA,2008,Kharif     ,Small millets,18,5
Chhattisgarh,KOREA,2001,Whole Year ,Banana,3,97
Tamil Nadu,DINDIGUL,2013,Whole Year ,Cardamom,274,27
Bihar,BANKA,2009,Kharif     ,Other Kharif pulses,94,69
Rajasthan,HANUMANGARH,2000,Kharif     ,Cotton(lint),165145,294347
Karnataka,GULBARGA,2012,Kharif     ,Castor seed,11,7
Uttar Pradesh,ALIGARH,2002,Kharif     ,Cotton(lint),1308,1182
Madhya Pradesh,SHAJAPUR,2003,Whole Year ,Mango,137,0
Kerala,PATHANAMTHITTA,2014,Whole Year ,Sugarcane,5.3,53
Gujarat,JUNAGADH,2005,Summer     ,Bajra,7300,16700
Mizoram,KOLASIB,2003,Kharif     ,Soyabean,710,646
Assam,BONGAIGAON,2003,Summer     ,Rice,9569,12546
Himachal Pradesh,BILASPUR,2000,Kharif     ,Jowar,4,0.1
Karnataka,GULBARGA,2004,Kharif     ,Dry ginger,2,26
Gujarat,SABAR KANTHA,1997,Kharif     ,Other Kharif pulses,1300,700
Odisha,SAMBALPUR,1998,Winter     ,Ragi,4,1
Madhya Pradesh,BHIND,2008,Kharif     ,Sannhamp,9,3
Assam,GOALPARA,2011,Kharif     ,Niger seed,1200,611
Bihar,BEGUSARAI,2002,Rabi       ,Maize,18009,33299
Uttar Pradesh,SANT RAVIDAS NAGAR,2007,Kharif     ,Moong(Green Gram),4,1
Maharashtra,SANGLI,1998,Rabi       ,Other Cereals & Millets,700,700
Bihar,NALANDA,2007,Kharif     ,Moong(Green Gram),109,60
Karnataka,BELGAUM,2002,Whole Year ,Sweet potato,1812,17176
Madhya Pradesh,CHHINDWARA,2009,Whole Year ,Ragi,3,1
Puducherry,PONDICHERRY,2009,Rabi       ,Sesamum,18,13
Uttar Pradesh,ALIGARH,2013,Kharif     ,Groundnut,70,63
Assam,DIMA HASAO,2011,Whole Year ,Banana,876,13140
Odisha,NAYAGARH,1999,Rabi       ,Castor seed,60,30
Madhya Pradesh,SEONI,2005,Rabi       ,Jowar,11,12
Madhya Pradesh,INDORE,2003,Kharif     ,Rice,29,19
Odisha,JAJAPUR,2010,Summer     ,Wheat,8,12.3
Bihar,SIWAN,2007,Rabi       ,Gram,171,384
Chhattisgarh,DANTEWADA,2000,Kharif     ,Sunflower,4,1
Tamil Nadu,VILLUPURAM,2013,Kharif     ,Maize,19340,129683
Rajasthan,JAISALMER,2001,Kharif     ,Moth,2283,541
Uttar Pradesh,HARDOI,1998,Kharif     ,Maize,55411,61728
Karnataka,SHIMOGA,2006,Kharif     ,Sesamum,77,45
Rajasthan,BARMER,2010,Whole Year ,Onion,62,63
Bihar,JEHANABAD,2000,Rabi       ,Peas & beans (Pulses),1783,1721
Madhya Pradesh,MANDSAUR,2006,Whole Year ,Sugarcane,6,250
Tamil Nadu,TIRUNELVELI,1997,Whole Year ,Cotton(lint),8923,10170
Chhattisgarh,DHAMTARI,2013,Rabi       ,Peas & beans (Pulses),553,216
Karnataka,SHIMOGA,2000,Whole Year ,Turmeric,14,62
Bihar,MADHEPURA,2006,Kharif     ,Mesta,2049,18976
Tamil Nadu,RAMANATHAPURAM,2006,Whole Year ,Jowar,2366,2258
Assam,DIMA HASAO,2005,Kharif     ,Niger seed,1,1
